dstSamps[0], 0x18E9,
dstSamps[1], 0xF2F8,
dstSamps[2], 0xD8FA,
dstSamps[3], 0xE347,
dstSamps[4], 0x07C3,
dstSamps[5], 0x2CF9,
dstSamps[6], 0x3B7B,
dstSamps[7], 0x2975,
dstSamps[8], 0xFE22,
dstSamps[9], 0xCD78,
dstSamps[10], 0xAE94,
dstSamps[11], 0xB166,
dstSamps[12], 0xD795,
dstSamps[13], 0x1386,
dstSamps[14], 0x4D9D,
dstSamps[15], 0x6DBA,
dstSamps[16], 0x6504,
dstSamps[17], 0x3432,
dstSamps[18], 0xEBCD,
dstSamps[19], 0xA64A,
dstSamps[20], 0x8000,
dstSamps[21], 0x8718,
dstSamps[22], 0xBB15,
dstSamps[23], 0x0AA1,
dstSamps[24], 0x59A2,
dstSamps[25], 0x7FFF,
dstSamps[26], 0x7874,
dstSamps[27], 0x42CB,
dstSamps[28], 0xF024,
dstSamps[29], 0x9D10,
dstSamps[30], 0x8000,
dstSamps[31], 0x901D,
dstSamps[32], 0xCD5D,
dstSamps[33], 0x2652,
dstSamps[34], 0x7DF3,
dstSamps[35], 0x7FFF,
dstSamps[36], 0x5675,
dstSamps[37], 0x0429,
dstSamps[38], 0x9CA6,
dstSamps[39], 0x8000,
dstSamps[40], 0x80DE,
dstSamps[41], 0xAC4B,
dstSamps[42], 0xFFBB,
dstSamps[43], 0x647C,
dstSamps[44], 0x7FFF,
dstSamps[45], 0x7ECF,
dstSamps[46], 0x53A9,
dstSamps[47], 0x0092,
dstSamps[48], 0x9CC8,
dstSamps[49], 0x8000,
dstSamps[50], 0x8000,
dstSamps[51], 0xA9CD,
dstSamps[52], 0xFC0F,
dstSamps[53], 0x5F0A,
dstSamps[54], 0x7FFF,
dstSamps[55], 0x7FFF,
dstSamps[56], 0x56A6,
dstSamps[57], 0x04A2,
dstSamps[58], 0xA61C,
dstSamps[59], 0x8000,
dstSamps[60], 0x8000,
dstSamps[61], 0xA8BE,
dstSamps[62], 0xFA3C,
dstSamps[63], 0x55F9,
dstSamps[64], 0x7FFF,
dstSamps[65], 0x7FFF,
dstSamps[66], 0x57F8,
dstSamps[67], 0x0738,
dstSamps[68], 0xAC7A,
dstSamps[69], 0x8000,
dstSamps[70], 0x8000,
dstSamps[71], 0xA756,
dstSamps[72], 0xF753,
dstSamps[73], 0x514F,
dstSamps[74], 0x7FFF,
dstSamps[75], 0x7FFF,
dstSamps[76], 0x594E,
dstSamps[77], 0x0A01,
dstSamps[78], 0xB1A1,
dstSamps[79], 0x8000,
dstSamps[80], 0x8000,
dstSamps[81], 0xA60A,
dstSamps[82], 0xF4A8,
dstSamps[83], 0x4ADF,
dstSamps[84], 0x7FFF,
dstSamps[85], 0x7FFF,
dstSamps[86], 0x5AA8,
dstSamps[87], 0x0CCC,
dstSamps[88], 0xB87E,
dstSamps[89], 0x8000,
dstSamps[90], 0x8000,
dstSamps[91], 0xA495,
dstSamps[92], 0xF18E,
dstSamps[93], 0x44A9,
dstSamps[94], 0x7FFF,
dstSamps[95], 0x7FFF,
dstSamps[96], 0x5C31,
dstSamps[97], 0x102A,
dstSamps[98], 0xBDDB,
dstSamps[99], 0x808A,
dstSamps[100], 0x8000,
dstSamps[101], 0xA281,
dstSamps[102], 0xED23,
dstSamps[103], 0x3F8B,
dstSamps[104], 0x7C3A,
dstSamps[105], 0x7FFF,
dstSamps[106], 0x616D,
dstSamps[107], 0x1A66,
dstSamps[108], 0xC33C,
dstSamps[109], 0x8738,
dstSamps[110], 0x8000,
dstSamps[111], 0x9A68,
dstSamps[112], 0xDD9D,
dstSamps[113], 0x39F5,
dstSamps[114], 0x752E,
dstSamps[115], 0x7FFF,
dstSamps[116], 0x69F3,
dstSamps[117], 0x2AC5,
dstSamps[118], 0xCA2F,
dstSamps[119], 0x8E5D,
dstSamps[120], 0x8000,
dstSamps[121], 0x91C0,
dstSamps[122], 0xCCE8,
dstSamps[123], 0x2AE5,
dstSamps[124], 0x6E47,
dstSamps[125], 0x7FFF,
dstSamps[126], 0x7263,
dstSamps[127], 0x3B24,
dstSamps[128], 0xDFB1,
dstSamps[129], 0x9504,
dstSamps[130], 0x8000,
dstSamps[131], 0x8986,
dstSamps[132], 0xBCE3,
dstSamps[133], 0x15C2,
dstSamps[134], 0x679F,
dstSamps[135], 0x7FFF,
dstSamps[136], 0x7AA4,
dstSamps[137], 0x4B40,
dstSamps[138], 0xF508,
dstSamps[139], 0x9BC6,
dstSamps[140], 0x8000,
dstSamps[141], 0x8121,
dstSamps[142], 0xAC76,
dstSamps[143], 0xFFED,
dstSamps[144], 0x60D1,
dstSamps[145], 0x7FFF,
dstSamps[146], 0x7FFF,
dstSamps[147], 0x5629,
dstSamps[148], 0x03C7,
dstSamps[149], 0xA273,
dstSamps[150], 0x8000,
dstSamps[151], 0x8000,
dstSamps[152], 0xA940,
dstSamps[153], 0xFB1F,
dstSamps[154], 0x5A55,
dstSamps[155], 0x7FFF,
dstSamps[156], 0x7FFF,
dstSamps[157], 0x5758,
dstSamps[158], 0x0606,
dstSamps[159], 0xA8CE,
dstSamps[160], 0x8000,
dstSamps[161], 0x8000,
dstSamps[162], 0xA808,
dstSamps[163], 0xF8C5,
dstSamps[164], 0x5408,
dstSamps[165], 0x7FFF,
dstSamps[166], 0x7FFF,
dstSamps[167], 0x589B,
dstSamps[168], 0x088A,
dstSamps[169], 0xAF1D,
dstSamps[170], 0x8000,
dstSamps[171], 0x8000,
dstSamps[172], 0xA6B7,
dstSamps[173], 0xF616,
dstSamps[174], 0x4DC9,
dstSamps[175], 0x7FFF,
dstSamps[176], 0x7FFF,
dstSamps[177], 0x59F7,
dstSamps[178], 0x0B5A,
dstSamps[179], 0xB53E,
dstSamps[180], 0x8000,
dstSamps[181], 0x8000,
dstSamps[182], 0xA551,
dstSamps[183], 0xF320,
dstSamps[184], 0x47D1,
dstSamps[185], 0x7FFF,
dstSamps[186], 0x7FFF,
dstSamps[187], 0x5B6C,
dstSamps[188], 0x0E7C,
dstSamps[189], 0xBB10,
dstSamps[190], 0x8000,
dstSamps[191], 0x8000,
